"","Age","Gender","Education","Nscore","Escore","Oscore","Ascore","Cscore","Impulsive","SS","Alcohol","Amphet","Amyl","Benzos","Caff","Cannabis","Choc","Coke","Crack","Ecstasy","Heroin","Ketamine","Legalh","LSD","Meth","Mushrooms","Nicotine","VSA","CountryAustralia","CountryCanada","CountryNew Zealand","CountryOther","CountryRepublic of Ireland","CountryUK","CountryUSA","EthnicityAsian","EthnicityBlack","EthnicityMixed-Black/Asian","EthnicityMixed-White/Black","EthnicityNot Provided","EthnicityWhite"
"466",4,1,8,0.22393,0.00332,1.24033,-0.01729,1.46191,-0.21712,-0.21575,6,1,1,0,2,1,5,1,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"467",3,1,8,-0.05188,0.16767,-0.71727,-0.30172,0.12331,-1.37983,-1.18084,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"468",2,1,8,-1.1943,1.74091,1.43533,0.76096,-0.00665,0.88113,1.2247,5,3,2,0,6,3,5,3,0,3,0,0,2,3,0,2,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"469",4,0,1,2.82196,-1.6334,-1.42424,1.61108,-2.04506,-0.21712,0.07987,3,1,1,6,6,1,6,1,1,1,2,0,0,1,6,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"470",1,0,8,0.13606,0.80523,0.29338,-0.15487,0.7583,-0.71126,-0.84637,4,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"471",1,1,9,-0.92104,2.57309,1.06238,1.11406,2.33337,-0.21712,0.40148,5,2,2,2,6,6,5,2,0,3,0,0,2,3,0,3,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"472",1,0,2,0.31287,0.00332,-0.17779,1.2861,-0.00665,0.19268,-0.21575,5,2,2,2,6,3,5,2,2,2,2,0,2,2,2,0,6,2,0,0,0,0,0,1,0,0,0,0,0,0,1
"473",3,0,6,1.37297,0.00332,-0.45174,-0.76096,-0.52745,0.88113,-0.21575,2,0,0,3,6,6,5,2,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"474",5,0,8,-0.24649,0.96248,0.14143,-0.15487,0.41594,-1.37983,-2.07848,6,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"475",4,0,8,-1.1943,0.96248,-0.45174,0.76096,0.93949,-0.71126,-0.84637,3,1,0,0,6,6,4,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"476",3,1,8,1.72012,-0.94779,0.58331,-1.772,-0.40581,0.19268,-0.84637,6,0,0,0,6,2,3,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,1,0,0,0,0,0,0,1
"477",3,0,7,1.49158,-0.69509,-0.71727,-1.21213,-1.25773,1.29221,0.7654,6,0,1,6,6,2,5,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"478",2,0,8,0.41667,0.80523,-0.31776,0.94156,0.58489,-0.21712,0.07987,6,0,0,0,6,2,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"479",2,0,9,0.41667,-0.43999,1.43533,1.45039,0.25953,0.19268,0.40148,6,0,0,2,6,2,5,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"480",1,1,6,1.13281,-0.80615,-0.17779,-1.34289,-0.65253,-1.37983,-0.84637,3,3,0,3,6,3,4,3,0,3,3,3,3,3,3,3,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"481",3,0,8,1.02119,0.16767,0.29338,-0.15487,0.58489,0.19268,0.40148,6,2,1,6,6,3,5,2,0,2,1,1,0,1,2,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"482",3,1,6,-0.67825,-0.15487,0.29338,0.13136,1.63088,-0.71126,-0.21575,0,1,0,0,6,6,2,1,0,1,1,0,0,1,0,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1
"483",2,0,8,1.23461,0.47617,1.43533,0.28783,0.93949,0.19268,-0.84637,2,0,2,2,5,6,5,0,0,4,0,3,2,0,0,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"484",3,0,1,-0.58016,0.96248,-0.58331,0.76096,-0.27607,-1.37983,-1.18084,4,1,1,0,6,6,6,1,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"485",4,0,1,-0.46725,0.32197,-1.55521,1.11406,-0.78155,-1.37983,-0.84637,6,0,1,0,6,6,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"486",2,1,5,1.49158,-1.6334,1.06238,-0.76096,-1.38502,-0.71126,-1.18084,5,5,0,2,6,5,4,0,0,0,0,0,2,0,0,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1
"487",3,0,5,1.8399,-1.7625,1.24033,-1.07533,0.25953,0.19268,-0.52593,4,0,0,6,6,6,6,1,1,0,1,0,0,1,0,1,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"488",2,1,1,0.41667,-1.37639,0.14143,0.76096,-0.40581,-0.21712,1.2247,6,3,2,2,6,6,6,3,0,3,0,0,3,0,0,2,3,2,0,0,0,0,0,1,0,0,0,0,0,0,1
"489",1,1,2,1.98437,-1.37639,0.29338,-1.92595,-1.64101,-0.21712,0.07987,3,0,0,0,0,6,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"490",1,1,6,-1.05308,1.11406,0.88309,-1.34289,-1.38502,-0.71126,1.2247,5,0,0,0,6,6,5,3,0,4,0,3,4,4,0,4,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"491",4,0,7,0.62967,0.80523,0.44585,-0.30172,-0.78155,1.29221,1.92173,5,1,1,1,6,6,5,1,1,1,1,0,0,1,1,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"492",1,1,5,-0.92104,0.47617,0.44585,0.59042,-0.00665,0.19268,0.40148,6,2,2,0,5,6,4,3,0,4,0,2,3,0,0,3,4,2,0,0,0,0,0,1,0,0,0,0,0,0,1
"493",1,1,7,0.52135,-0.57545,0.88309,-0.01729,0.25953,0.88113,0.7654,5,0,4,4,6,6,5,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"494",1,1,6,0.73545,-1.6334,0.88309,-1.21213,-1.64101,-1.37983,-0.52593,6,0,0,0,6,3,5,0,0,5,0,3,3,4,0,4,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"495",1,1,7,-1.1943,-0.43999,0.44585,0.59042,0.12331,-1.37983,-0.21575,4,0,2,0,6,6,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"496",5,1,6,-0.79151,0.16767,0.58331,0.59042,0.93949,-1.37983,-0.52593,3,1,0,1,6,2,6,1,0,0,0,0,3,1,4,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"497",2,1,9,0.04257,1.2861,2.90161,-0.60633,-0.00665,-0.71126,0.07987,6,2,2,2,6,2,6,2,0,2,0,0,0,2,0,2,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"498",2,1,1,-0.05188,-0.57545,0.88309,0.43852,-0.78155,-0.21712,0.07987,4,1,1,0,6,6,5,1,0,1,0,0,0,1,0,1,6,1,0,0,0,1,0,0,0,0,0,0,0,0,1
"499",5,0,6,1.37297,-0.69509,1.43533,-0.15487,-1.92173,0.88113,1.2247,5,1,1,3,6,6,6,2,2,2,1,0,2,1,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"500",3,0,7,0.04257,0.47617,-0.84732,-0.76096,1.13407,0.52975,0.7654,3,0,1,2,6,6,6,4,0,4,0,0,3,0,0,0,6,1,0,0,0,0,1,0,0,0,0,0,0,0,1
"501",2,0,7,-0.58016,-0.15487,-1.42424,-0.01729,-0.40581,0.88113,-2.07848,3,1,0,0,6,2,5,0,0,1,0,0,0,0,2,0,6,1,0,0,0,0,0,1,0,0,0,0,0,0,1
"502",1,1,6,-1.55078,0.63779,-0.31776,-0.60633,-0.27607,0.52975,0.7654,5,0,0,0,6,6,6,0,0,0,0,0,0,4,0,3,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"503",5,0,7,0.04257,-0.30033,-0.31776,-0.76096,0.58489,1.29221,0.7654,1,0,1,4,5,5,4,1,1,0,0,0,6,1,4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
"504",3,1,1,-0.05188,0.00332,-0.31776,-0.01729,0.41594,-1.37983,-1.18084,1,0,0,0,6,6,5,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"505",4,1,7,0.41667,0.47617,0.29338,-1.07533,-1.13788,0.88113,0.07987,3,1,0,3,6,2,6,2,0,1,0,0,0,1,0,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"506",3,1,8,-0.46725,0.63779,0.88309,-0.76096,0.58489,0.19268,0.07987,4,2,3,1,6,2,5,1,0,0,0,0,2,0,0,3,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1
"507",2,1,8,0.13606,-0.30033,-0.97631,-1.34289,-0.00665,0.19268,-0.52593,3,2,3,0,5,6,6,3,0,2,0,2,0,0,0,2,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"508",3,1,1,1.49158,-1.09207,-1.11902,-1.772,-0.78155,-0.71126,0.07987,5,2,2,3,5,2,6,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"509",3,0,9,-1.05308,1.11406,-0.31776,0.28783,0.12331,-1.37983,-0.52593,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
"510",3,1,8,0.04257,0.96248,-0.58331,-0.30172,-0.40581,0.52975,-0.21575,5,2,2,0,6,5,5,2,1,2,0,1,0,1,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"511",4,0,9,0.41667,0.47617,-0.17779,-0.15487,0.25953,-0.21712,-1.18084,5,1,1,1,6,5,6,1,1,0,1,0,0,1,1,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"512",1,1,6,0.41667,0.47617,0.58331,0.13136,-1.0145,1.86203,0.40148,6,3,0,0,6,6,6,3,0,3,0,0,3,0,5,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"513",5,1,1,-0.14882,-0.30033,-0.17779,0.76096,0.41594,-0.21712,-0.21575,3,2,1,1,6,5,6,4,3,3,1,0,0,1,2,1,6,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"514",3,1,1,0.91093,-0.30033,-1.55521,-0.45321,-0.27607,-0.21712,-0.21575,6,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"515",1,0,4,-1.43907,1.93886,0.44585,0.13136,0.25953,0.88113,1.92173,5,3,0,5,6,6,5,0,0,3,0,0,4,0,4,3,6,2,0,0,0,0,0,0,1,0,0,0,0,0,1
"516",3,0,1,-0.14882,0.16767,-0.71727,-1.6209,0.25953,-0.21712,-0.52593,6,2,2,2,6,2,6,2,2,1,2,1,0,0,2,2,6,1,0,0,0,0,0,1,0,0,0,0,0,0,1
"517",2,0,9,0.31287,-0.15487,0.29338,-0.45321,0.93949,-0.71126,-0.21575,2,0,2,3,6,2,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"518",2,1,7,0.52135,-0.57545,0.14143,-0.15487,-0.78155,0.52975,1.2247,2,3,2,6,6,6,6,3,0,3,3,0,0,2,2,0,6,1,0,0,0,1,0,0,0,0,0,0,0,0,1
"519",2,1,9,-0.14882,0.32197,-1.27553,1.11406,1.81175,0.52975,1.2247,5,2,2,4,5,3,5,2,2,3,2,2,0,0,0,0,5,2,0,0,0,0,0,1,0,0,0,0,0,0,1
"520",3,0,8,0.22393,-0.30033,-0.97631,-0.76096,0.93949,-1.37983,-2.07848,5,0,2,0,6,3,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"521",4,0,1,0.62967,-0.30033,-0.84732,-0.45321,0.12331,-0.71126,-1.18084,3,0,0,6,5,4,6,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"522",1,1,6,0.04257,0.32197,-0.01928,-1.34289,-0.14277,0.52975,0.07987,5,0,0,0,6,6,5,0,0,3,0,0,0,3,0,3,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"523",1,1,6,-0.24649,0.47617,-0.17779,-0.76096,-1.25773,0.19268,0.07987,5,0,0,0,6,6,6,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"524",3,0,2,0.13606,-0.80615,-1.82919,0.13136,0.41594,-1.37983,-2.07848,2,2,2,2,6,2,5,2,2,2,2,0,0,1,2,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1
"525",4,0,8,-0.67825,0.63779,1.06238,2.03972,2.63199,0.19268,0.07987,5,1,1,6,0,6,3,1,1,1,0,0,0,3,6,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"526",5,1,5,-1.86962,0.47617,-1.11902,-0.01729,0.41594,-0.71126,-0.52593,6,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"527",1,1,7,0.91093,-1.37639,-0.31776,-1.92595,-1.38502,0.88113,0.07987,4,0,2,0,4,5,5,4,0,3,0,0,2,0,3,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"528",3,1,10,0.62967,-0.15487,-0.17779,0.59042,-1.64101,0.52975,-0.21575,6,0,0,0,6,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"529",2,0,7,0.73545,1.11406,-0.01928,-0.01729,-0.00665,-0.21712,1.2247,5,2,2,1,6,3,6,5,0,2,0,1,0,1,0,2,5,1,0,0,0,0,0,1,0,0,0,0,0,0,1
"530",5,1,8,0.91093,0.00332,0.58331,-1.92595,0.58489,-0.21712,-1.18084,5,0,0,0,6,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"531",4,1,8,1.02119,-1.50796,-0.71727,0.28783,-0.89891,-0.21712,0.7654,5,2,1,2,6,6,5,3,3,2,1,0,0,2,2,2,6,1,0,0,0,0,0,1,0,0,0,0,0,0,1
"532",1,0,8,-0.24649,0.16767,-0.71727,1.61108,1.13407,0.19268,-1.18084,4,0,0,2,5,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"533",2,1,9,-0.34799,-0.15487,-0.71727,-1.6209,-0.65253,0.52975,0.07987,4,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"534",3,0,9,-1.86962,2.32338,-0.45174,1.45039,1.46191,0.19268,-1.18084,6,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"535",2,0,8,0.91093,0.00332,0.88309,-2.07848,-0.52745,0.19268,-0.21575,5,4,0,6,6,2,4,6,0,2,3,2,0,2,3,2,6,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"536",1,0,8,1.37297,0.80523,-0.97631,0.94156,-0.65253,0.52975,0.07987,6,0,3,0,5,4,5,3,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"537",4,0,6,0.73545,-0.30033,-1.27553,0.76096,-0.89891,-1.37983,-1.54858,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"538",3,0,8,1.13281,-0.30033,-0.01928,0.59042,0.58489,0.19268,0.40148,6,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"539",4,1,9,-1.32828,1.2861,-0.17779,0.59042,1.81175,-2.55524,-1.18084,6,0,0,1,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"540",4,0,8,-1.05308,0.32197,-0.17779,-0.91699,0.12331,-1.37983,-1.54858,5,0,0,2,6,1,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"541",4,0,8,0.22393,0.80523,-0.01928,0.76096,0.41594,0.19268,0.07987,4,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"542",3,1,4,0.73545,0.80523,0.88309,-1.21213,-1.0145,0.19268,1.2247,6,1,1,5,6,5,5,2,0,2,1,2,4,1,0,1,6,1,0,0,0,0,0,1,0,0,0,0,0,0,1
"543",2,0,8,0.82562,0.63779,-0.97631,-0.76096,0.25953,-0.21712,-0.21575,6,0,0,0,5,0,5,2,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"544",1,0,1,1.23461,-0.57545,-0.71727,-0.76096,-1.0145,1.29221,-0.21575,5,0,2,0,6,4,5,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,1,0,0,0,0,0,0,1
"545",3,0,7,1.60383,0.16767,-0.45174,0.59042,-0.78155,-0.71126,-0.21575,5,0,0,2,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"546",4,0,6,-0.92104,-0.43999,0.88309,3.15735,-0.00665,-1.37983,-1.18084,2,2,0,2,6,2,6,2,2,0,0,0,0,1,2,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"547",2,0,9,-1.86962,-0.69509,-0.97631,-0.45321,2.04506,-1.37983,-0.84637,5,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"548",1,1,8,1.23461,-0.43999,0.14143,0.13136,-1.78169,0.52975,-1.18084,4,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"549",2,0,9,-1.1943,1.11406,0.14143,-0.60633,-0.14277,-0.21712,-0.84637,4,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"550",1,0,8,-0.14882,-0.43999,-1.42424,0.76096,1.30612,-1.37983,-0.52593,6,0,0,0,6,3,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"551",3,0,9,-0.79151,1.2861,0.14143,-1.07533,1.13407,-0.21712,1.2247,4,2,1,0,6,4,5,3,0,3,0,3,3,3,0,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"552",1,0,9,1.72012,-1.50796,-0.17779,0.76096,0.25953,-0.21712,-1.18084,2,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"553",2,0,9,1.02119,-1.92173,-0.45174,-0.01729,0.41594,-0.71126,-2.07848,6,0,0,0,6,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"554",2,0,10,0.62967,0.47617,-0.45174,-0.01729,1.30612,0.52975,0.07987,4,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"555",4,0,9,0.22393,-0.94779,-1.11902,-0.01729,0.93949,-0.71126,-1.18084,6,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"556",1,0,8,-0.14882,-0.30033,0.29338,-0.15487,0.25953,-1.37983,-0.52593,6,2,2,0,6,2,4,0,0,3,0,2,3,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"557",2,0,8,-1.69163,0.96248,-0.17779,1.45039,1.30612,-0.71126,-0.21575,4,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"558",1,0,8,-0.46725,-0.15487,-0.58331,0.94156,-0.14277,1.29221,1.2247,5,2,2,0,6,2,3,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"559",4,0,8,-0.79151,0.00332,0.44585,0.28783,1.13407,0.19268,-0.52593,6,1,1,0,6,1,6,1,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"560",1,0,8,1.02119,0.16767,-0.71727,0.28783,0.41594,-0.71126,-0.52593,6,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"561",3,0,8,0.62967,0.63779,0.44585,-1.07533,0.7583,-0.21712,-0.21575,5,1,0,3,6,2,6,2,0,2,0,2,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"562",3,0,9,2.61139,0.47617,-1.55521,-0.30172,1.46191,-0.21712,-0.84637,6,0,1,1,6,2,6,0,0,0,0,0,0,1,0,1,6,1,0,0,0,0,0,1,0,0,0,0,0,1,0
"563",2,0,9,0.82562,0.32197,-0.58331,-1.772,-0.27607,0.19268,0.07987,5,0,3,2,6,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"564",4,0,6,-0.46725,-0.43999,-0.01928,0.13136,-0.40581,1.86203,-0.84637,2,6,0,0,6,3,5,1,0,0,0,0,0,0,0,1,6,1,0,0,0,0,0,1,0,0,0,0,0,0,1
"565",4,0,9,0.31287,-0.80615,0.14143,0.59042,-0.78155,-0.71126,-0.84637,5,0,0,1,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"566",1,0,8,0.91093,1.11406,-0.97631,0.94156,0.58489,-1.37983,-1.18084,5,2,2,2,5,4,6,0,0,2,0,0,0,0,0,0,6,1,0,0,0,0,0,1,0,0,0,0,0,0,1
"567",1,1,8,1.8399,0.63779,1.24033,-0.91699,-0.52745,-0.21712,0.07987,6,0,2,0,6,3,6,2,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"568",3,1,9,1.02119,-0.80615,-0.17779,-0.30172,-0.00665,-0.21712,-0.21575,1,0,0,0,1,1,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"569",3,0,10,-0.34799,0.80523,-0.17779,-0.91699,2.63199,-0.71126,-0.52593,6,0,0,0,6,1,5,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,1,0,0,0,0,0,0,1
"570",3,0,7,0.22393,1.11406,-1.11902,-1.772,-0.40581,0.52975,0.7654,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"571",1,0,9,-1.69163,1.93886,-0.17779,1.11406,1.81175,0.19268,0.7654,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"572",3,1,7,1.23461,-1.23177,-1.68062,-1.07533,-0.65253,1.86203,0.07987,6,1,1,1,6,3,6,1,0,1,0,0,0,1,0,0,6,1,0,0,0,0,0,1,0,0,0,0,0,0,1
"573",5,0,6,-0.92104,0.96248,0.44585,-0.60633,-0.40581,0.52975,-0.21575,5,0,0,2,6,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"574",3,0,8,2.127,-1.50796,-1.82919,0.59042,-1.78169,-0.71126,-1.54858,6,1,0,0,5,2,6,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"575",3,1,1,-1.86962,0.80523,-1.55521,-0.45321,1.13407,-0.21712,0.07987,5,0,0,0,3,0,5,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"576",2,0,9,0.82562,0.32197,0.14143,0.59042,0.93949,-0.71126,-0.52593,4,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"577",2,0,8,1.02119,0.80523,-0.71727,1.2861,-0.14277,-0.71126,-0.21575,4,0,0,0,6,2,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"578",4,0,9,1.02119,-0.15487,0.29338,1.11406,1.46191,-1.37983,-1.54858,6,1,0,2,4,1,6,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"579",1,0,9,-0.14882,0.80523,0.58331,0.13136,0.7583,-0.21712,-0.21575,5,0,2,0,6,2,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"580",3,0,6,-1.1943,0.00332,-1.11902,-0.01729,-1.92173,1.86203,-0.21575,6,1,1,1,6,2,6,2,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"581",1,1,6,-0.92104,1.58487,0.44585,-0.30172,-0.65253,0.88113,0.7654,6,0,4,0,6,5,6,0,0,5,0,4,2,0,0,2,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"582",3,0,7,0.31287,1.2861,1.65653,-0.30172,0.93949,0.52975,0.07987,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"583",1,0,6,0.62967,0.00332,-0.58331,0.43852,-0.40581,-0.21712,1.2247,5,0,0,3,6,4,6,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"584",2,1,8,-0.24649,0.16767,-0.31776,-1.21213,0.7583,1.29221,0.40148,2,0,2,0,3,1,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"585",1,1,7,0.73545,-0.57545,1.24033,-1.07533,-0.27607,0.52975,0.40148,2,0,0,0,6,4,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"586",1,1,6,0.31287,0.32197,-0.31776,0.76096,-1.78169,0.19268,0.7654,5,5,2,4,6,6,6,0,0,0,0,0,3,3,0,3,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"587",2,0,1,-0.46725,1.58487,0.44585,0.94156,0.12331,-0.21712,0.07987,5,3,1,3,6,6,6,1,0,1,0,0,0,0,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"588",5,0,6,-1.32828,-0.15487,0.29338,-0.91699,0.41594,0.52975,0.07987,2,1,0,1,6,6,6,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"589",3,1,2,-0.58016,0.00332,-0.58331,-0.60633,0.58489,-0.21712,0.40148,3,3,2,1,6,6,5,2,0,2,1,0,0,1,1,0,6,1,0,0,0,0,0,1,0,0,0,0,0,0,1
"590",3,0,8,0.41667,-0.43999,-0.31776,-1.6209,1.63088,-0.21712,-0.84637,6,0,0,1,6,1,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1
